A_A,B_A,C_A,D_A,E_A,F_A,G_A,H_A,I_A,A_B,B_B,C_B,D_B,E_B,F_B,G_B,H_B,I_B,A_C,B_C,C_C,D_C,E_C,F_C,G_C,H_C,I_C,A_D,B_D,C_D,D_D,E_D,F_D,G_D,H_D,I_D
97684,15333,72320,7908,94338,46074,82996,3119,28754,79562,90877,62095,42055,97411,94228,98235,70904,74945,1700,9041,66873,58774,72839,970,69453,50867,26659,68362,50796,5912,28401,22130,24008,13610,40734,85593
67877,8815,59395,26587,62501,31074,87726,68323,3866,5683,6052,31177,91562,93436,58358,54096,75251,31970,63347,40035,63270,65582,53001,95159,8655,34304,39325,51867,42107,84624,54824,48426,60840,83138,25222,22366
85706,88363,29047,74330,48275,68513,92834,92930,89117,69496,44008,43654,77892,88596,90524,59222,28969,52312,4840,62692,76367,43946,48929,88622,76355,3424,1492,18236,25149,41162,43624,33129,48519,24778,95656,32471
19399,57081,38120,70818,86694,83197,97879,41223,53202,58563,78763,92802,71959,49132,92759,43866,50815,45263,73498,34098,18309,78488,38117,67420,54673,37956,94374,34028,8696,43333,25421,56897,21103,51008,75122,53446
92797,60446,57027,4502,91,74480,82856,72419,39792,25952,84564,41484,28500,68404,52461,76874,37209,56199,13852,72064,51783,85198,29304,80341,66447,94810,47365,51493,7313,12038,11483,16325,9669,79796,12316,12684
43483,91125,46028,15306,15526,55121,42412,47004,1527,28228,21440,30386,84420,54283,71308,84015,53600,73238,94208,19649,54997,9032,30793,22876,78664,18792,80179,63460,95297,12885,81795,69218,95127,10745,29987,67359
65546,20744,91747,19550,63580,88505,88700,85337,8120,48624,52508,34349,83722,65664,29987,23396,46268,78140,20060,57679,24919,14452,52619,40723,93588,3358,75152,53745,44722,39343,90987,4438,70757,48068,92163,75805
65954,78284,58448,74520,93370,14181,15179,13046,19584,41368,10928,32822,57544,1940,66392,51132,63161,21067,99106,93584,49060,98518,90421,64887,74767,14142,69744,50031,55851,86859,30617,9545,66776,99846,44414,58811
63801,57077,76966,15383,62379,21254,45753,17052,18145,53903,70951,55473,10835,96663,10108,17450,13690,43204,23823,60817,97558,48340,64378,70974,52622,61151,23787,6967,38588,99589,15368,36334,51941,68146,76000,54224
60886,97149,52487,57783,84515,66533,75270,47112,11913,66959,74074,6470,95355,81744,35574,93336,12449,17059,11830,27927,70915,309,15955,41152,64266,95536,7989,42943,28208,39576,80003,38811,17430,40144,1090,8421
2019,13908,45555,71934,77889,24733,55561,91199,24643,21022,47044,7212,80600,90456,4280,27224,77563,21123,80650,62723,9767,82210,64134,57320,24902,11784,59309,11272,35161,53373,43475,36659,48525,14038,88856,93168
4927,44705,96224,81608,78457,96845,73049,18878,34364,13006,97897,21505,56341,34933,42956,64521,10928,39231,49269,91670,14681,88603,47939,12835,91908,56478,85217,6943,83879,47763,52340,15000,92411,71604,83031,34643
49224,57403,87681,44705,94503,79199,64752,71824,87829,39260,76186,87645,53961,97029,21300,28424,79259,1290,77497,14705,13381,20526,73976,57563,85328,95347,20579,84337,18275,96227,14149,70894,73165,32535,85496,45159
66230,21427,38701,57902,53755,55973,28655,47882,97516,1902,72040,43262,13665,88074,28579,34123,41039,69949,22329,78656,86753,58979,52369,42557,23252,19334,11514,59124,40259,28831,149,29824,97784,99351,14421,19317
30554,7551,43720,43678,74658,88364,70469,61016,84101,1091,33297,54844,87633,75762,44766,10999,96198,6425,99984,47906,29651,93834,8136,51145,44203,946,39756,59607,86954,10114,6928,66636,57777,99950,21277,1349
4700,53084,25339,11791,94557,86543,93855,75704,61357,49312,34288,83061,39091,50905,98940,23042,69806,82918,64838,87729,94344,14293,50762,99599,35371,20835,7414,69533,76094,68809,18719,17726,35162,60335,26036,79927
67514,68301,17821,74313,4577,16226,522,69082,72758,58084,63147,22107,85856,74130,80627,34769,13168,89779,90780,18419,93227,64834,5071,5474,7961,49161,49581,23055,64970,82434,75151,52001,79807,8963,68835,95731
10330,66362,63762,84585,49412,85518,37869,94046,58321,57428,59183,89369,45390,6156,77476,13708,49717,504,13967,88524,40090,6456,36685,86834,81123,90171,36367,54429,64006,36572,56831,58387,11028,64528,99486,91300
26999,89602,14196,93918,17089,21648,69970,58105,18458,755,47468,87188,80844,62635,63265,97022,91518,76736,17463,80121,61006,61612,95281,37865,60591,72404,72912,20075,46770,38722,65209,89446,85044,71090,37043,99160
65853,28119,72435,34256,11884,87814,47096,93019,9014,17424,11969,9238,88195,15698,39246,89021,57057,27365,87422,49387,34602,86463,26613,21717,13922,37887,88535,98627,33420,67732,48410,694,23279,18253,79055,39251
33063,74393,70349,2376,84612,35991,26579,66204,76223,30612,10168,40089,82468,65397,12043,73615,4196,92274,19034,59538,75886,43590,74104,53832,2324,63416,22947,87952,37141,85283,45938,52403,76144,26473,55080,8427
54423,82306,34723,73111,77676,28756,97580,62808,14405,51870,93999,70579,2845,41037,49234,49120,51111,613,14878,78588,43251,35909,2552,29643,16987,55289,15592,67447,47023,19011,28173,62440,15331,29539,41263,23352
91382,83163,14420,9185,3746,39591,61054,31310,83949,27115,79525,63785,43346,84275,24539,69915,54166,45726,86834,78062,60477,53384,60238,78295,28607,39917,34668,49277,40386,48728,18071,8769,77088,65865,57160,12709
23518,44801,19672,49084,89291,76631,35943,68229,51215,772,98023,66837,16314,96014,78868,85913,93347,16821,89838,93420,80419,90262,10667,1626,22440,92646,5974,89797,71250,66196,87163,81184,22749,6919,52332,21015
65356,84204,38272,67123,32533,13077,90244,58169,46768,97956,69312,56708,80563,45152,20002,6674,6507,33893,87994,82837,5949,69041,85729,88240,23957,94953,93620,19981,75753,67264,80554,94775,40692,74147,74215,30768
61634,58689,31818,13094,65328,59330,44888,66400,76851,24578,67955,41854,25106,72034,46684,25240,22762,87712,18327,91938,12745,16564,21404,39724,41493,63392,46565,33251,52100,75046,78152,16019,75863,80037,56255,99222
68091,17947,76541,67851,48540,86452,55235,7178,36005,45973,63463,17531,47727,46433,96639,92678,33373,45384,44441,88185,34833,82933,3635,1578,42336,89115,9055,43076,95116,35329,2095,80482,7943,20804,93974,38502
49647,13318,19059,19878,40964,63187,74701,18686,72213,94086,61463,14418,4510,41071,39483,92382,24635,93668,80397,85628,55542,78397,621,31805,16977,51835,69664,49132,16979,80276,16596,21118,8307,41270,39004,73717
62160,3412,49155,25850,19208,18697,28314,54023,8498,11660,4341,73487,25126,32070,44275,73010,27209,99594,85830,63486,44297,53640,16906,27896,64075,72095,1382,46631,10390,41267,97305,27898,77481,65623,93228,76737
84360,95242,68139,65247,862,93471,99281,59456,95093,71192,50703,75199,83439,20415,26310,24587,94119,83382,89842,17850,25162,77495,11752,88646,98070,29666,73718,83285,33603,91400,12073,74565,76669,52624,30970,55787
65498,18369,12158,50972,29473,71990,29604,97807,29786,48931,94766,74720,3009,35940,95558,80078,11908,80104,38913,55306,79949,74858,71384,65654,33713,35066,21225,70694,53233,46140,73731,80780,17483,62276,672,24214
66427,82031,61702,48504,37718,93083,12588,30077,46055,80112,43259,23156,10503,4626,8849,44407,65393,49830,81004,73293,73477,10835,42657,45388,77083,97444,66754,7128,42742,94368,32182,18842,4279,76332,9432,91055
97044,77880,21437,56305,22538,47716,13174,45557,21491,58376,29992,92733,38815,13790,28844,15781,31087,57788,15742,40070,78714,79006,94307,22154,94565,90623,72303,75505,16966,36710,51941,11580,90144,64176,36128,13285
9527,71179,83088,81638,48252,10969,62434,80462,80781,50162,61221,22491,46402,80914,98898,36154,40653,3965,79409,5371,32569,63656,90313,16603,24147,80438,94746,10430,5685,30693,11212,19036,1505,88660,59750,88598
53506,53928,58719,18551,25136,94401,6635,52935,57277,82654,11661,19360,34152,80576,12977,39675,64652,80508,92399,13067,20857,95895,76421,17191,85003,81350,60316,30892,47737,52467,25891,30817,79761,53707,79407,45326
95558,47804,58356,15000,69090,43405,96868,75552,89535,39286,90355,8795,15455,59245,90514,46112,41262,40013,40385,83718,92405,41892,68516,58070,69726,95954,94845,31634,5589,50170,3113,10824,68446,59407,8765,33759
20458,83394,90598,13596,26330,77460,39480,39320,44081,85003,73249,31462,7894,12680,29970,76079,75680,56711,50533,8583,22171,15371,59310,58848,74362,14282,11311,49739,65764,52530,40288,68923,46491,6110,51498,61882
22882,93636,10498,21180,48811,17187,67708,15725,40260,94132,83335,93235,41836,68311,30004,35610,2759,10515,73863,30006,68938,89111,79285,77004,31759,24162,16183,81141,26149,36818,16371,60800,37444,40381,57359,49771
6875,48833,77934,26073,28312,85419,78870,41598,26557,20249,38618,21825,45566,90876,50312,94398,25117,75658,64843,54554,5087,45558,371,24301,84341,96590,60891,92132,59293,55145,83755,43127,41226,63880,35089,65204
18343,18880,73801,19919,80638,9702,26254,31979,65332,45521,25384,43674,65304,71339,26885,66686,30609,21794,90231,67116,77162,91763,66621,14714,3220,8475,1489,78065,31160,41322,24034,83509,37066,45563,37567,5446
73292,12667,39385,85421,37596,65932,94415,4013,67188,72024,31628,90803,32622,32614,46743,3291,41482,31453,78215,60943,18501,96168,22770,67641,47285,11462,82026,94229,88075,5023,4818,30122,11455,82726,96514,4019
20685,23490,11142,96804,7141,9017,93861,83905,80777,2335,8278,71736,19005,28942,89159,23982,494,89991,15924,63643,98106,23797,33935,47377,8297,54513,16939,48245,47076,24185,39984,4054,49491,97741,48017,47551
28545,77873,85494,22254,90207,18761,49281,43592,58243,60068,91635,4905,24919,22992,84112,74609,56076,35866,29807,72552,47724,32067,26183,14310,27422,99994,8259,82169,58110,50437,26232,52103,69608,18995,90606,72163
48939,88008,81780,2788,41192,72077,4862,97851,48235,80001,55074,93085,29670,32561,88531,58275,11439,95398,39352,40837,94582,45243,63135,62799,88464,64778,14682,21272,12024,34993,65819,99724,26610,23324,62599,71342
92589,17831,31232,29636,5074,11252,77299,28321,92249,75304,66372,22308,15031,15291,71326,64150,95230,29550,48809,92012,38758,46816,8379,43847,21889,42250,2002,88156,37908,90443,25207,6667,84673,24556,52778,41598
17776,11907,79800,31661,81123,10585,76144,30411,53178,75553,24531,73711,87489,6250,17019,82241,34064,5230,53166,66014,74778,91845,93759,21707,55894,72131,47491,35062,18710,27317,90188,30694,20485,70479,2067,10798
31436,80725,54641,20515,95491,4841,8554,18399,93894,83105,27118,17876,41776,13472,80184,76377,48169,4865,16511,13841,36148,16258,33921,88457,63995,4095,85134,40252,27629,6494,77730,27366,62696,87144,75747,26194
86943,95505,96978,35382,36601,45134,22928,50961,67201,66645,50772,33229,47436,10688,42301,51922,23395,92753,47819,75086,93212,40275,41396,58937,64914,27155,25200,7206,80791,25556,85293,83607,67703,79098,95374,20031
71166,13145,79077,43205,59837,77803,57838,87766,13917,53564,236,30088,21604,40556,82058,67684,65394,90607,80527,58056,13458,83456,99756,75867,38614,16737,87542,50734,60154,67174,58768,86652,16548,6303,11227,76971
75158,51986,10329,41403,64358,5235,86189,1946,66358,25379,97890,33143,7053,46202,43011,49427,99570,32893,45668,77976,16651,87140,52817,77890,87722,5154,49448,34038,23982,77759,80616,88080,29147,7034,41644,86701
87967,97705,77008,85841,25215,87731,6581,75306,55246,17719,93247,36272,605,70835,59712,27077,13580,19275,64943,33205,38097,64956,33780,75745,22908,5879,8692,35704,49099,92418,7954,77374,33573,35700,59065,96588
85045,86200,63945,2204,83354,10637,85372,5556,97196,40511,69526,17096,59482,93159,58782,97905,23994,24806,78333,55561,89160,75484,20228,58680,45970,84401,53032,54965,69905,44920,59291,97557,20607,97564,82504,68575
49562,62697,35538,5170,49747,20259,18590,16382,57378,2102,33770,34655,90103,92699,34184,60717,75279,80627,27764,64164,80666,5749,17189,41026,41655,96469,19816,74893,93082,59278,44988,20991,96397,73543,87826,6563
45097,63177,94086,60680,2737,62809,27584,51345,50582,1167,31860,88080,44218,32705,94450,54326,82215,5291,43574,8572,44093,37141,64008,10178,45745,3129,35041,89478,55762,92217,16501,81578,55520,88371,14299,92413
75539,89776,79784,65451,26537,58010,52202,60683,88046,92110,27937,95637,78598,98142,69485,66367,74083,21784,91914,84024,86627,61327,91772,17793,87988,13294,84989,44698,96782,27825,91872,4174,34802,7544,71886,27815
35699,7920,53993,38734,69481,63143,16202,43700,77863,2442,56336,4018,11201,41582,81002,98210,72534,21538,67211,31883,52490,95524,64034,14627,42299,62532,96928,33334,32591,14635,90278,39041,17702,84290,46295,887
77755,41588,74056,57558,97416,18689,87312,18171,1860,91223,19246,5642,51590,17998,30993,42816,18109,81635,39096,75984,87104,58864,14679,98704,12908,51022,78660,53072,28007,59127,3833,30268,19463,84212,62695,49213
71743,23959,28755,36816,75542,61830,48957,94265,84919,388,13369,27282,76955,87335,10920,30376,2312,4542,11665,1453,96522,44266,28123,19237,90610,41320,90788,50166,96161,28128,86175,63087,95368,4775,79724,9650
32170,24291,94127,13040,23775,75273,31863,83826,53123,41592,27996,68073,29233,92140,15154,99215,33042,60958,20362,93331,95408,99370,5813,22026,168,35694,91436,4212,89429,19003,21662,66303,64602,71100,18174,23481
64582,8065,27808,39393,55766,28437,57266,20241,95756,94543,43118,53830,6026,392,30322,92223,36853,89611,38221,47099,35506,25506,58492,70611,48634,51089,71157,49247,70462,16664,30690,29437,59442,19813,69785,5274
77981,2487,78279,29722,81069,6543,68700,44235,95676,20603,7199,25737,56721,60315,4873,84867,96582,4292,17217,58805,48452,85510,24397,69831,73936,33747,21623,34785,68266,823,13477,75834,21940,54888,32930,41485
74919,81876,7057,60893,39188,4387,57314,56397,31324,69741,54265,69226,590,60387,85094,32090,71864,41213,54939,42247,64104,66455,24042,30662,62010,8643,18488,81604,69706,78953,78270,86458,52140,95093,22352,75430
20510,51436,86402,53307,55192,78227,38893,41115,67774,43897,1990,16852,91289,60671,69456,95640,34157,32504,22498,85852,24249,48840,96307,371,23746,30214,71064,72194,43421,37606,31308,41134,52734,40032,78562,27817
89424,89099,53113,38627,28911,4419,31584,14510,76898,40956,55135,94253,15288,36947,2717,9533,9192,1890,91444,99623,90595,39738,56906,6091,42922,19247,91323,12717,44596,1461,18653,16855,77175,2087,754,38017
4142,92745,68226,58291,85329,94389,24928,93847,96121,72435,4706,8508,34813,86823,81199,23445,7366,66335,89961,3630,59828,54039,65851,25521,16337,81405,54077,27676,43245,18874,18111,3344,8700,12302,34599,39818
94619,87436,85731,36620,37273,2601,15026,7079,7260,76970,22328,73215,41594,66817,55785,18979,29341,93647,12066,57667,22856,86398,94332,23975,83959,89560,14631,32046,55512,73206,43760,57647,26660,49003,94704,88517
85670,21065,76184,39027,20044,21166,70937,62680,72361,52624,39751,36852,93360,11943,5297,9711,93639,13569,19408,76953,69152,3266,13350,72438,82274,60684,25138,56165,64444,18278,20601,90035,53823,78576,23955,35219
59866,11959,38852,39064,37292,27495,97161,62753,88507,43241,52323,65163,46869,75615,61203,90432,66424,66668,72851,64722,75310,98564,35717,45164,90430,23010,99359,67172,33644,44930,45860,80821,16690,40560,58595,82900
76370,5902,23944,33325,23158,33099,24357,98261,193,3112,67104,14749,75240,96538,80816,7372,72335,44197,48625,61731,40403,60647,54169,32319,7967,75397,89172,29868,91112,54599,95905,93036,63396,27072,66195,83930
25228,63538,20064,44839,98705,37251,57382,5932,23794,79762,93424,92284,4608,57329,84236,7057,91771,45971,37794,95515,32564,16700,51226,12808,55321,66193,88855,18790,24464,38198,57192,13266,31298,50816,51114,97932
16304,91264,28286,70908,15055,94662,45935,18547,37167,7942,88118,99522,64760,10,81736,56475,38573,4875,62463,92709,89730,37325,12149,10351,7530,58739,76265,89781,59312,14551,30407,11012,20128,86420,41029,77335
76270,34386,70958,39481,22225,94864,56103,88008,43537,33089,33526,30572,18066,17895,11062,89221,21237,38554,54785,54549,97033,99126,66335,3657,68280,98545,29513,71524,52305,507,42835,15510,43726,5313,77156,4756
37266,97717,64222,48465,23561,78871,60613,47484,17935,69529,3036,64090,69169,93612,7045,95726,25772,22886,53606,86381,14744,83206,98498,96516,27792,37896,82225,58402,51847,13315,75630,7660,559,95749,97025,43319
48826,29323,32685,24918,25321,69035,31486,22162,71383,38913,60938,70784,73663,63029,67287,14820,62834,51605,74483,52374,55731,3346,94327,51779,97060,36794,95758,21022,1494,91819,43480,49646,42178,83048,67206,10518
37572,51137,66169,25756,88536,71176,89076,78095,48425,1066,83087,61073,44955,11951,30650,96459,25054,61695,84940,40588,5333,91327,19161,90443,86719,3829,59182,26200,4548,93538,84716,51775,210,54346,57063,10209
91363,18250,62893,78764,16712,43530,35859,25218,16524,90670,79533,43377,72135,89109,35222,56828,72965,56809,55674,43937,66216,37270,25258,42031,80227,88266,27625,62019,55176,3247,9965,39174,53851,70492,10721,7704
78704,55289,21799,82825,36085,6271,34691,24002,39136,21500,39522,24288,8641,1966,7840,40027,15016,37396,25047,79058,70842,27700,47661,42312,21323,847,82841,75691,51361,95817,89132,23685,31757,13451,64594,32086
9563,80949,54625,39999,78773,32114,87912,69471,9424,57158,71049,11508,91703,86219,89274,50622,58240,84749,89519,42944,66333,57285,59630,48550,94593,45874,83044,9413,70578,85423,42183,50486,78293,27321,13196,41001
31735,32158,4112,2164,7399,58261,8749,26309,79931,6402,72651,14782,3588,68293,36802,24629,26945,21894,10836,88446,17054,10207,98086,9154,32729,62295,6458,49337,37983,23875,13721,13836,5750,53391,84575,52435
32196,94963,75673,44599,87999,45594,85899,31567,64027,28087,80789,2669,2415,11396,96367,89705,74176,61506,26442,76778,2052,11600,42510,12627,62991,81794,30291,69458,46480,59828,12736,27844,25270,65932,92853,17171
46409,66032,73237,61603,41568,31725,54286,96687,59331,43806,82996,563,94218,67439,97987,88855,69043,22596,63582,35671,50322,37567,43704,86156,47322,47627,32890,46089,52572,42544,63800,61606,23333,23538,28619,30901
29766,55726,74503,96576,96631,65873,84808,354,30702,95459,72549,4353,95751,75149,35428,2922,1965,79776,79488,54344,84041,63411,68908,25746,92138,86378,10964,80419,36482,77054,59152,57819,44445,9470,58815,28056
53882,33260,71848,72175,36478,9231,82468,66916,17065,43527,22478,12459,767,25052,66818,66540,86840,72600,52694,82023,12501,61860,83376,4000,67540,35158,39491,49780,58499,7454,75157,52499,80466,90575,52883,12942
53130,86784,98121,29338,27686,4514,34922,61409,54775,76729,81826,58447,36004,13356,28661,69213,11614,16698,11504,50898,88243,94757,23135,62181,73859,42681,22737,34368,19123,40096,9927,99753,70568,95064,98877,96420
62367,79124,11066,2193,47870,79610,1985,12973,71455,92423,25116,11707,8860,84040,50093,93136,25966,50736,79962,35425,77106,88991,76747,98258,16949,5486,22733,84287,89830,9136,8422,59883,90619,92055,20521,69643
